1,79,201,833,201,833,256,79,256,SYARIKAT PERNIAGAAN GIN KEE,company
1,375,265,540,265,540,308,375,308,(81109-A),other
1,232,313,681,313,681,351,232,351,NO 290\, JALAN AIR PANAS,address
1,370,358,547,358,547,399,370,399,SETAPAK,address
1,264,410,651,410,651,444,264,444,53200\, KUALA LUMPUR,address
1,310,446,608,446,608,487,310,487,TEL : 03-40210276,other
1,274,511,646,511,646,554,274,554,GST ID : 000750673920,other
1,229,561,690,561,690,602,229,602,SIMPLIFIED TAX INVOICE,other
1,41,635,141,635,141,676,41,676,CASH,other
1,38,687,169,687,169,728,38,728,DOC NO,other
1,91,1985,832,1985,832,2020,91,2020,GOODS SOLD ARE NOT RETURNABLE\, THANK YOU.,other
1,252,681,497,681,497,733,252,733,: CS00012507,other
1,552,689,842,689,842,727,552,727,DATE: 02/01/2018,date
1,41,742,170,742,170,778,41,778,CASHIER,other
1,735,1896,815,1896,815,1931,735,1931,5.27,other
1,255,744,405,744,405,782,255,782,: USER,other
1,552,734,797,734,797,783,552,783,TIME: 16:58:00,other
1,36,790,275,790,275,828,36,828,SALESPERSON :,other
1,542,783,640,783,640,828,542,828,REF. :,other
1,38,882,110,882,110,914,38,914,ITEM,other
1,337,871,399,871,399,916,337,916,QTY,other
1,461,878,585,878,585,911,461,911,S/PRICE,other
1,626,880,757,880,757,916,626,916,AMOUNT,other
1,797,874,859,874,859,917,797,917,TAX,other
1,43,924,124,924,124,962,43,962,1811,other
1,346,919,384,919,384,957,346,957,1,other
1,477,929,572,929,572,962,477,962,13.57,other
1,671,921,762,921,762,964,671,964,13.57,other
1,801,927,853,927,853,961,801,961,SR,other
1,36,974,165,974,165,1015,36,1015,8' 2 X 3,other
1,26,1022,119,1022,119,1065,26,1065,1042,other
1,351,1029,384,1029,384,1065,351,1065,4,other
1,482,1026,575,1026,575,1067,482,1067,18.55,other
1,664,1026,757,1026,757,1064,664,1064,74.20,other
1,800,1022,855,1022,855,1063,800,1063,SR,other
1,38,1069,716,1069,716,1112,38,1112,7' X 35# CORRUGATED ROOFING SHEET,other
1,38,1124,131,1124,131,1165,38,1165,1921,other
1,351,1131,387,1131,387,1162,351,1162,1,other
1,487,1131,563,1131,563,1167,487,1167,5.30,other
1,685,1131,761,1131,761,1164,685,1164,5.30,other
1,802,1129,857,1129,857,1167,802,1167,SR,other
1,36,1177,427,1177,427,1220,36,1220,NAIL (PER/PACK) - RM5,other
1,131,1227,277,1227,277,1263,131,1263,TOTAL QTY:,other
1,344,1229,380,1229,380,1258,344,1258,6,other
1,668,1229,756,1229,756,1262,668,1262,93.07,total
1,127,1296,585,1296,585,1339,127,1339,TOTAL SALES (EXCLUDING GST) :,other
1,671,1291,764,1291,764,1332,671,1332,87.80,other
1,408,1349,587,1349,587,1385,408,1385,DISCOUNT :,other
1,687,1349,759,1349,759,1387,687,1387,0.00,other
1,391,1399,580,1399,580,1437,391,1437,TOTAL GST :,other
1,680,1404,754,1404,754,1440,680,1440,5.27,other
1,401,1456,582,1456,582,1497,401,1497,ROUNDING :,other
1,675,1458,759,1458,759,1494,675,1494,0.00,other
1,64,1520,589,1520,589,1561,64,1561,TOTAL SALES (INCLUSIVE OF GST) :,other
1,661,1518,761,1518,761,1559,661,1559,93.07,total
1,448,1573,582,1573,582,1614,448,1614,CASH :,other
1,664,1580,757,1580,757,1613,664,1613,93.07,total
1,422,1623,587,1623,587,1668,422,1668,CHANGE :,other
1,680,1628,761,1628,761,1661,680,1661,0.00,other
1,100,1727,382,1727,382,1759,100,1759,GST SUMMARY,other
1,111,1789,262,1789,262,1818,111,1818,TAX CODE,other
1,341,1790,382,1790,382,1821,341,1821,%,other
1,455,1788,607,1788,607,1822,455,1822,AMT(RM),other
1,671,1789,813,1789,813,1821,671,1821,TAX(RM),other
1,113,1834,165,1834,165,1864,113,1864,SR,other
1,350,1829,373,1829,373,1865,350,1865,6,other
1,511,1834,606,1834,606,1866,511,1866,87.8,other
1,739,1832,811,1832,811,1864,739,1864,5.27,other
1,292,1892,401,1892,401,1928,292,1928,TOTAL :,other
1,513,1895,610,1895,610,1929,513,1929,87.80,other
