243,266,571,266,571,305,243,305,RESTORAN WAN SHENG,company
298,311,502,311,502,347,298,347,002043319-W,other
157,352,659,352,659,393,157,393,NO.2\, JALAN TEMENGGUNG 19/9,address
124,399,711,399,711,440,124,440,SEKSYEN 9\, BANDAR MAHKOTA CHERAS,address
210,444,600,444,600,479,210,479,43200 CHERAS\, SELANGOR,address
193,482,623,482,623,525,193,525,GST REG NO: 001335787520,other
194,569,584,569,584,606,194,606,TAX INVOICE,other
53,656,339,656,339,692,53,692,INV NO.: 1170190,other
368,655,639,655,639,696,368,696,CASHIER: NICOLE,other
49,699,127,699,127,736,49,736,DATE,other
178,702,552,702,552,738,178,738,: 01-06-2018 18:21:09,date
51,786,248,786,248,825,51,825,DESCRIPTION,other
317,784,381,784,381,823,317,823,QTY,other
442,786,567,786,567,824,442,824,U.PRICE,other
602,782,689,782,689,820,602,820,TOTAL,other
703,784,769,784,769,821,703,821,TAX,other
54,864,193,864,193,905,54,905,CHAM (B),other
297,912,357,912,357,945,297,945,2 X,other
452,913,540,913,540,950,452,950,2.20,other
618,913,693,913,693,946,618,946,4.40,other
707,913,763,913,763,948,707,948,ZRL,other
55,954,216,954,216,993,55,993,TAKE AWAY,other
296,994,358,994,358,1031,296,1031,2 X,other
459,994,534,994,534,1029,459,1029,0.20,other
617,998,692,998,692,1034,617,1034,0.40,other
707,995,759,995,759,1034,707,1034,ZRL,other
55,1080,269,1080,269,1117,55,1117,TOTAL QTY: 4,other
56,1117,438,1117,438,1160,56,1160,TOTAL (EXCLUDING GST):,other
687,1124,762,1124,762,1159,687,1159,4.80,total
52,1164,494,1164,494,1205,52,1205,TOTAL (INCLUSIVE OF GST):,other
690,1166,765,1166,765,1204,690,1204,4.80,total
50,1204,256,1204,256,1243,50,1243,TOTAL :,other
621,1208,761,1208,761,1244,621,1244,4.80,total
50,1292,159,1292,159,1330,50,1330,CASH :,other
690,1293,761,1293,761,1329,690,1329,4.80,total
55,1417,251,1417,251,1456,55,1456,GST SUMMARY,other
406,1420,583,1420,583,1459,406,1459,AMOUNT(RM),other
634,1417,764,1417,764,1457,634,1457,TAX(RM),other
55,1461,111,1461,111,1497,55,1497,ZRL,other
234,1460,340,1460,340,1500,234,1500,(@ 0%),other
511,1465,586,1465,586,1498,511,1498,4.80,total
687,1463,764,1463,764,1498,687,1498,0.00,other
