1,50,133,521,133,521,174,50,174,SANYU STATIONERY SHOP,company
1,50,188,510,188,510,212,50,212,NO. 31G&33G\, JALAN SETIA INDAH X \,U13/X,address
1,50,212,249,212,249,234,50,234,40170 SETIA ALAM,other
1,48,237,439,237,439,263,48,263,MOBILE /WHATSAPPS : +6012-918 7937,other
1,50,265,270,265,270,292,50,292,TEL: +603-3362 4137,other
1,49,294,328,294,328,314,49,314,GST ID NO: 001531760640,other
1,416,307,600,307,600,335,416,335,TAX INVOICE,other
1,38,319,146,319,146,345,38,345,OWNED BY :,other
1,42,347,381,347,381,371,42,371,SANYU SUPPLY SDN BHD (1135772-K),other
1,44,400,307,400,307,426,44,426,CASH SALES COUNTER,other
1,55,466,197,466,197,486,55,486,1. 2012-0029,other
1,277,467,601,467,601,490,277,490,RESTAURANT ORDER CHIT NCR,other
1,277,495,350,495,350,516,277,516,3.5"X6",other
1,82,524,200,524,200,546,82,546,3 X 2.9000,other
1,485,527,532,527,532,548,485,548,8.70,total
1,558,526,590,526,590,549,558,549,SR,other
1,33,560,348,560,348,583,33,583,TOTAL SALES INCLUSIVE GST @6%,other
1,484,563,532,563,532,584,484,584,8.70,total
1,246,590,335,590,335,613,246,613,DISCOUNT,other
1,485,593,530,593,530,613,485,613,0.00,other
1,246,630,299,630,299,654,246,654,TOTAL,other
1,487,636,533,636,533,656,487,656,8.70,total
1,246,662,350,662,350,688,246,688,ROUND ADJ,other
1,483,666,534,666,534,686,483,686,0.00,other
1,246,703,352,703,352,726,246,726,FINAL TOTAL,other
1,486,708,533,708,533,727,486,727,8.70,total
1,246,761,306,761,306,785,246,785,CASH,other
1,477,767,535,767,535,787,477,787,10.00,other
1,244,792,334,792,334,816,244,816,CHANGE,other
1,489,798,535,798,535,817,489,817,1.30,other
1,35,836,178,836,178,859,35,859,GST SUMMARY,other
1,261,835,392,835,392,862,261,862,AMOUNT(RM),other
1,483,838,573,838,573,865,483,865,TAX(RM),other
1,32,864,134,864,134,891,32,891,SR @ 6%,other
1,344,867,388,867,388,890,344,890,8.21,other
1,525,870,574,870,574,892,525,892,0.49,other
1,34,945,119,945,119,968,34,968,INV NO:,other
1,34,975,99,975,99,997,34,997,DATE :,other
1,175,972,295,972,295,995,175,995,02/12/2017,date
1,33,1004,136,1004,136,1029,33,1029,TOTAL QTY:,other
1,171,1006,197,1006,197,1028,171,1028,3,other
1,34,1045,155,1045,155,1070,34,1070,PRINT TIME :,other
1,72,1126,577,1126,577,1152,72,1152,GOODS SOLD ARE NOT RETURNABLE & REFUNDABLE,other
1,117,1178,527,1178,527,1202,117,1202,THANK YOU FOR YOUR PATRONAGE,other
1,201,1206,447,1206,447,1231,201,1231,PLEASE COME AGAIN.,other
1,120,1260,525,1260,525,1285,120,1285,TERIMA KASIH SILA DATANG LAGI,other
1,74,1311,574,1311,574,1335,74,1335,** PLEASE KEEP THIS RECEIPT FOR PROVE OF,other
1,55,1344,590,1344,590,1367,55,1367,PURCHASE DATE FOR I.T PRODUCT WARRANTY,other
1,251,1376,399,1376,399,1399,251,1399,PURPOSE **,other
1,95,1428,555,1428,555,1458,95,1458,FOLLOW US IN FACEBOOK : SANYU.STATIONERY,other
1,135,945,296,945,296,968,135,968,CS-SA-0128032,other
1,174,1047,591,1047,591,1073,174,1073,SATURDAY\, 2 DECEMBER\, 2017 7:07:39 PM,other
