142,130,563,130,563,180,142,180,POPULAR BOOK,other
108,196,633,196,633,249,108,249,CO. (M) SDN BHD,other
196,257,506,257,506,289,196,289,(CO. NO. 113825-W),other
127,297,577,297,577,328,127,328,(GST REG NO. 001492992000),other
51,335,649,335,649,365,51,365,NO 8\, JALAN 7/118B\, DESA TUN RAZAK,address
105,373,598,373,598,399,105,399,56000 KUALA LUMPUR\, MALAYSIA,address
212,410,477,410,477,439,212,439,SUNWAY VELOCITY,other
157,491,563,491,563,520,157,520,TEL: 03-9201 6281/6920,other
33,569,174,569,174,596,33,596,29/03/18,date
197,570,281,570,281,597,197,597,13:24,other
336,567,684,567,684,597,336,597,SLIP NO.: 0010111111,other
32,609,263,609,263,637,32,637,WONG HUI LING,other
386,609,616,609,616,637,386,637,TRANS: 121722,other
35,687,224,687,224,713,35,713,DESCRIPTION,other
530,686,634,686,634,713,530,713,AMOUNT,other
34,760,467,760,467,787,34,787,PB SHT/P 11H A4 10'S C/O.,other
88,798,262,798,262,825,88,825,2PC @ 3.50,other
584,799,691,799,691,827,584,827,7.00 T,other
33,837,242,837,242,865,33,865,R RING 500'S,other
580,839,688,839,688,864,580,864,2.65 T,other
33,915,404,915,404,943,33,943,TOTAL RM INCL. OF GST,other
583,917,652,917,652,945,583,945,9.65,total
36,955,102,955,102,984,36,984,CASH,other
549,956,651,956,651,984,549,984,-50.00,other
36,994,141,994,141,1022,36,1022,CHANGE,other
565,995,650,995,650,1025,565,1025,40.35,other
37,1073,206,1073,206,1100,37,1100,ITEM COUNT,other
35,1110,225,1110,225,1138,35,1138,GST SUMMARY,other
263,1107,454,1107,454,1135,263,1135,AMOUNT (RM),other
513,1107,648,1107,648,1136,513,1136,TAX (RM),other
636,1072,652,1072,652,1096,636,1096,3,other
34,1148,140,1148,140,1175,34,1175,T @ 6%,other
388,1144,454,1144,454,1174,388,1174,9.10,other
584,1148,651,1148,651,1174,584,1174,0.55,other
34,1224,260,1224,260,1253,34,1253,TOTAL SAVINGS,other
583,1225,650,1225,650,1251,583,1251,0.00,other
139,1303,563,1303,563,1333,139,1333,BE A POPULAR CARD MEMBER,other
121,1344,597,1344,597,1369,121,1369,AND ENJOY SPECIAL DISCOUNTS,other
104,1379,608,1379,608,1405,104,1405,THANK YOU. PLEASE COME AGAIN.,other
191,1422,508,1422,508,1445,191,1445,WWW.POPULAR.COM.MY,other
140,1453,559,1453,559,1482,140,1482,BUY CHINESE BOOKS ONLINE,other
139,1494,564,1494,564,1523,139,1523,WWW.POPULARONLINE.COM.MY,other
