95,65,351,65,351,110,95,110,3 1 7 0 5 5 0 9,other
103,230,431,230,431,256,103,256,99 SPEED MART S/B (519537-X),company
111,261,433,261,433,291,111,291,LOT P.T. 2811\, JALAN ANGSA,address
185,296,349,296,349,321,185,321,TAMAN BERKELEY,other
152,330,398,330,398,356,152,356,41150 KLANG\, SELANGOR,other
159,362,374,362,374,387,159,387,1422-TMN DESA JAYA,other
126,393,423,393,423,421,126,421,GST ID. NO : 000181747712,other
113,459,441,459,441,485,113,485,INVOICE NO : 18028/103/T0369,other
43,525,127,525,127,550,43,550,01:57PM,other
242,526,314,526,314,550,242,550,563498,other
421,527,515,527,515,551,421,551,10-05-17,date
42,591,349,591,349,617,42,617,2174 A&W SARSAPARILLA 1.5L,other
419,594,515,594,515,616,419,616,RM2.85 S,other
41,626,337,626,337,649,41,649,2502 COKE ZERO 1.25L STOP,other
418,627,514,627,514,650,418,650,RM2.50 S,other
42,659,362,659,362,684,42,684,261 HELANG MINYAK MASAK 5KG,other
408,661,518,661,518,683,408,683,RM24.40 Z,other
39,691,359,691,359,715,39,715,325 CINTAN MI PERISA ASLI 5,other
417,693,513,693,513,717,417,717,RM3.65 S,other
43,725,349,725,349,747,43,747,311 MAMEE EXPRESS MI CAWAN,other
418,725,514,725,514,750,418,750,RM1.29,other
39,758,347,758,347,780,39,780,5425 MAGGI HOT CUP MEE TOM,other
417,758,513,758,513,780,417,780,RM3.50 S,other
66,790,208,790,208,815,66,815,@2 X RM 1.75,other
40,823,358,823,358,847,40,847,066 MILO FUZE 3IN1 ORIGINAL,other
405,824,514,824,514,849,405,849,RM13.65 S,other
44,857,349,857,349,880,44,880,1821 JULIES SUGAR CRACKERS,other
418,857,514,857,514,882,418,882,RM6.70 S,other
64,890,209,890,209,912,64,912,@2 X RM 3.35,other
40,923,358,923,358,946,40,946,6059 SBB TWISTIES COOKIES 1,other
419,924,512,924,512,946,419,946,RM2.30 S,other
43,955,361,955,361,981,43,981,371 BIN BIN RICE CRACKER 15,other
406,956,516,956,516,980,406,980,RM11.90 S,other
64,989,208,989,208,1012,64,1012,@2 X RM 5.95,other
43,1055,397,1055,397,1079,43,1079,TOTAL SALES (INCLUSIVE GST) RM,other
432,1056,490,1056,490,1077,432,1077,72.74,other
135,1087,394,1087,394,1116,135,1116,ROUNDING ADJUSTMENT RM,other
454,1089,488,1089,488,1109,454,1109,.01,other
266,1120,395,1120,395,1147,266,1147,ROUNDING RM,other
431,1120,490,1120,490,1143,431,1143,72.75,total
310,1153,396,1153,396,1177,310,1177,CASH RM,other
419,1153,489,1153,489,1175,419,1175,100.00,other
290,1186,397,1186,397,1209,290,1209,CHANGE RM,other
431,1185,491,1185,491,1210,431,1210,27.25,other
42,1251,173,1251,173,1280,42,1280,GST SUMMARY,other
232,1252,348,1252,348,1276,232,1276,AMOUNT(RM),other
419,1250,501,1250,501,1275,419,1275,TAX(RM),other
42,1285,113,1285,113,1307,42,1307,S = 6%,other
287,1284,348,1284,348,1307,287,1307,45.60,other
452,1284,500,1284,500,1306,452,1306,2.74,other
42,1318,116,1318,116,1340,42,1340,Z = 0%,other
290,1318,350,1318,350,1340,290,1340,24.40,other
466,1317,504,1317,504,1339,466,1339,.00,other
102,1414,432,1414,432,1444,102,1444,THANK YOU. PLEASE COME AGAIN,other
42,1446,505,1446,505,1475,42,1475,KEEP THE INVOICE FOR APPLICABLE RETURNS,other
