159,259,756,259,756,297,159,297,KEDAI PAPAN YEW CHUAN,company
332,302,584,302,584,335,332,335,(0005583085-K),other
253,349,664,349,664,382,253,382,LOT 276 JALAN BANTING,other
228,396,699,396,699,431,228,431,43800 DENGKIL\, SELANGOR.,address
144,470,438,470,438,505,144,505,TEL : 03-87686092,other
479,472,778,472,778,505,479,505,FAX : 03-87686092,other
270,522,644,522,644,554,270,554,GST ID : 000781500416,other
340,582,577,582,577,614,340,614,TAX INVOICE,other
43,624,152,624,152,655,43,655,BILL TO :,other
44,673,558,673,558,707,44,707,SUCI ALAM JAYA TRANSPORT,other
42,719,378,719,378,751,42,751,NO 1 JALAN AMAN 2,other
42,758,370,758,370,793,42,793,TAMAN DESA 43800,other
44,810,389,810,389,843,44,843,DENGKIL SELANGOR,other
44,857,249,857,249,889,44,889,017-6057770,other
43,902,167,902,167,931,43,931,DOC NO.,other
253,908,263,908,263,932,253,932,:,other
283,905,486,905,486,932,283,932,CS00013033,other
601,902,875,902,875,936,601,936,DATE: 23/05/2018,date
42,949,163,949,163,982,42,982,CASHIER,other
253,957,264,957,264,984,253,984,:,other
286,953,386,953,386,984,286,984,USER,other
598,954,838,954,838,988,598,988,TIME: 15:28:00,other
42,999,234,999,234,1038,42,1038,SALESPERSON,other
253,1012,267,1012,267,1035,253,1035,:,other
607,1006,682,1006,682,1036,607,1036,REF.:,other
43,1107,104,1107,104,1138,43,1138,ITEM,other
287,1108,338,1108,338,1144,287,1144,QTY,other
388,1109,488,1109,488,1140,388,1140,S/PRICE,other
527,1075,612,1075,612,1106,527,1106,(GST),other
696,1076,783,1076,783,1107,696,1107,(GST),other
518,1109,620,1109,620,1139,518,1139,S/PRICE,other
673,1110,786,1110,786,1138,673,1138,AMOUNT,other
829,1113,881,1113,881,1140,829,1140,TAX,other
45,1148,144,1148,144,1178,45,1178,101870,other
46,1194,284,1194,284,1230,46,1230,PASIR HALUS (D),other
306,1152,319,1152,319,1177,306,1177,1,other
398,1152,474,1152,474,1179,398,1179,65.00,other
531,1152,607,1152,607,1179,531,1179,68.90,other
711,1152,787,1152,787,1180,711,1180,68.90,other
843,1154,881,1154,881,1183,843,1183,SR,other
47,1250,142,1250,142,1277,47,1277,101756,other
48,1296,140,1296,140,1326,48,1326,SIMEN,other
303,1252,322,1252,322,1278,303,1278,5,other
401,1252,474,1252,474,1281,401,1281,16.50,other
531,1251,609,1251,609,1282,531,1282,17.49,other
712,1254,790,1254,790,1283,712,1283,87.45,other
842,1255,883,1255,883,1282,842,1282,SR,other
47,1350,143,1350,143,1378,47,1378,100160,other
305,1351,321,1351,321,1378,305,1378,2,other
407,1354,466,1354,466,1381,407,1381,3.00,other
539,1352,601,1352,601,1381,539,1381,3.18,other
726,1354,788,1354,788,1381,726,1381,6.36,other
842,1355,883,1355,883,1386,842,1386,SR,other
46,1397,271,1397,271,1432,46,1432,KAPUR AIR (A1),other
86,1445,226,1445,226,1484,86,1484,TOTAL QTY:,other
298,1446,321,1446,321,1478,298,1478,8,other
688,1449,787,1449,787,1480,688,1480,162.71,total
167,1523,582,1523,582,1563,167,1563,TOTAL SALES (EXCLUDING GST),other
606,1534,617,1534,617,1558,606,1558,:,other
687,1528,791,1528,791,1557,687,1557,153.50,other
451,1584,586,1584,586,1615,451,1615,DISCOUNT,other
606,1588,617,1588,617,1615,606,1615,:,other
721,1586,791,1586,791,1619,721,1619,0.00,other
431,1639,584,1639,584,1672,431,1672,TOTAL GST,other
605,1646,616,1646,616,1673,605,1673,:,other
723,1642,787,1642,787,1674,723,1674,9.21,other
442,1696,581,1696,581,1737,442,1737,ROUNDING,other
604,1703,617,1703,617,1729,604,1729,:,other
719,1701,790,1701,790,1730,719,1730,0.00,other
97,1752,585,1752,585,1796,97,1796,TOTAL SALES (INCLUSIVE OF GST),other
604,1763,620,1763,620,1791,604,1791,:,other
685,1759,786,1759,786,1791,685,1791,162.71,total
485,1817,585,1817,585,1851,485,1851,CASH,other
604,1825,617,1825,617,1848,604,1848,:,other
687,1817,788,1817,788,1850,687,1850,162.71,total
454,1859,584,1859,584,1899,454,1899,CHANGE,other
605,1867,618,1867,618,1894,605,1894,:,other
721,1862,792,1862,792,1896,721,1896,0.00,other
103,1959,361,1959,361,1993,103,1993,GST SUMMARY,other
110,2014,263,2014,263,2045,110,2045,TAX CODE,other
111,2060,157,2060,157,2089,111,2089,SR,other
356,2016,384,2016,384,2050,356,2050,%,other
359,2062,380,2062,380,2091,359,2091,6,other
472,2018,624,2018,624,2052,472,2052,AMT (RM),other
523,2060,625,2060,625,2096,523,2096,153.50,other
700,2021,844,2021,844,2055,700,2055,TAX (RM),other
773,2065,840,2065,840,2096,773,2096,9.21,other
298,2109,401,2109,401,2142,298,2142,TOTAL :,other
516,2111,622,2111,622,2144,516,2144,153.50,other
774,2115,840,2115,840,2146,774,2146,9.21,other
95,2194,825,2194,825,2228,95,2228,GOODS SOLD ARE NOT RETURNABLE\, THANK YOU.,other
319,2248,603,2248,603,2285,319,2285,** RE-PRINT **,other
