1,239,268,569,268,569,305,239,305,RESTORAN WAN SHENG,company
1,293,309,503,309,503,348,293,348,002043319-W,other
1,149,354,655,354,655,394,149,394,NO.2\, JALAN TEMENGGUNG 19/9,address
1,119,394,697,394,697,438,119,438,SEKSYEN 9\, BANDAR MAHKOTA CHERAS,address
1,206,439,600,439,600,482,206,482,43200 CHERAS\, SELANGOR,address
1,187,480,615,480,615,523,187,523,GST REG NO: 001335787520,other
1,189,565,575,565,575,609,189,609,TAX INVOICE,other
1,47,653,332,653,332,692,47,692,INV NO.: 1201504,other
1,365,653,650,653,650,693,365,693,CASHIER: THANDAR,other
1,45,696,118,696,118,732,45,732,DATE,other
1,176,696,545,696,545,735,176,735,: 20-06-2018 13:11:45,date
1,48,781,244,781,244,822,48,822,DESCRIPTION,other
1,310,783,367,783,367,823,310,823,QTY,other
1,434,783,561,783,561,824,434,824,U.PRICE,other
1,593,783,681,783,681,822,593,822,TOTAL,other
1,697,784,755,784,755,819,697,819,TAX,other
1,49,865,171,865,171,908,49,908,TEH (B),other
1,296,911,350,911,350,946,296,946,1 X,other
1,452,910,525,910,525,947,452,947,2.10,other
1,609,914,686,914,686,949,609,949,2.10,other
1,697,913,754,913,754,949,697,949,ZRL,other
1,47,948,189,948,189,991,47,991,CHAM (B),other
1,292,995,347,995,347,1032,292,1032,2 X,other
1,451,997,523,997,523,1032,451,1032,2.10,other
1,612,997,683,997,683,1033,612,1033,4.20,other
1,697,996,751,996,751,1034,697,1034,ZRL,other
1,45,1037,239,1037,239,1076,45,1076,NESCAFE (B),other
1,295,1082,348,1082,348,1115,295,1115,1 X,other
1,448,1083,526,1083,526,1116,448,1116,2.50,other
1,609,1082,683,1082,683,1116,609,1116,2.50,other
1,696,1080,753,1080,753,1119,696,1119,ZRL,other
1,47,1119,208,1119,208,1160,47,1160,TAKE AWAY,other
1,290,1164,347,1164,347,1197,290,1197,4 X,other
1,450,1166,525,1166,525,1202,450,1202,0.20,other
1,609,1165,682,1165,682,1200,609,1200,0.80,other
1,698,1164,752,1164,752,1200,698,1200,ZRL,other
1,44,1247,259,1247,259,1284,44,1284,TOTAL QTY: 8,other
1,45,1290,431,1290,431,1330,45,1330,TOTAL (EXCLUDING GST):,other
1,679,1292,751,1292,751,1327,679,1327,9.60,total
1,49,1330,487,1330,487,1371,49,1371,TOTAL (INCLUSIVE OF GST):,other
1,680,1332,753,1332,753,1369,680,1369,9.60,total
1,47,1374,247,1374,247,1411,47,1411,TOTAL :,other
1,609,1377,748,1377,748,1414,609,1414,9.60,total
1,47,1458,152,1458,152,1495,47,1495,CASH :,other
1,678,1462,752,1462,752,1497,678,1497,9.60,total
1,44,1585,241,1585,241,1626,44,1626,GST SUMMARY,other
1,398,1586,575,1586,575,1625,398,1625,AMOUNT(RM),other
1,626,1587,751,1587,751,1627,626,1627,TAX(RM),other
1,46,1627,103,1627,103,1662,46,1662,ZRL,other
1,224,1626,329,1626,329,1669,224,1669,(@ 0%),other
1,503,1629,575,1629,575,1666,503,1666,9.60,total
1,679,1630,749,1630,749,1664,679,1664,0.00,other
